X_mm,Y_mm,WF_mean_µm
-0.3,1.5,-54.29295
-0.15,1.5,-48.1381
0.0,1.5,-41.897000000000006
0.15,1.5,-35.59824999999999
0.3,1.5,-29.39455000000001
0.45,1.5,-23.2963
0.6,1.5,-17.35695
0.75,1.5,-11.666149999999998
0.9,1.5,-6.25085
1.05,1.5,-1.1146499999999997
1.2,1.5,3.7529000000000003
1.35,1.5,8.451799999999999
1.5,1.5,13.035850000000002
1.65,1.5,17.543200000000002
1.8,1.5,22.063050000000004
1.95,1.5,26.597849999999994
2.1,1.5,31.16105
2.25,1.5,35.802049999999994
2.4,1.5,40.575599999999994
2.55,1.5,45.51469999999999
2.7,1.5,50.67700000000001
2.85,1.5,56.13929999999999
3.0,1.5,61.86194999999999
3.15,1.5,67.7277
3.3,1.5,73.72245000000001
3.45,1.5,79.82739999999998
3.6,1.5,86.02300000000001
3.75,1.5,92.28895
3.9,1.5,98.60495
4.05,1.5,104.95179999999998
4.2,1.5,111.31334999999999
4.35,1.5,117.67749999999998
4.5,1.5,124.04374999999997
4.65,1.5,130.41225
4.8,1.5,136.79164999999998
4.95,1.5,143.18645
5.1,1.5,149.61084999999997
5.25,1.5,156.0753
5.4,1.5,
,1.5,
-5.4,1.35,
-5.25,1.35,
-5.1,1.35,-314.18835
-4.95,1.35,-302.18035
-4.8,1.35,-290.40045
-4.65,1.35,-278.8438
-4.5,1.35,-267.5155
-4.35,1.35,-256.41105000000005
-4.2,1.35,-245.54430000000002
-4.05,1.35,-234.90809999999996
-3.9,1.35,-224.51825
-3.75,1.35,-214.3744
-3.6,1.35,-204.4768
-3.45,1.35,-194.83305000000001
-3.3,1.35,-185.45170000000002
-3.15,1.35,-176.34025000000003
-3.0,1.35,-167.50844999999998
-2.85,1.35,-158.96295
-2.7,1.35,-150.70959999999997
-2.55,1.35,-142.7529
-2.4,1.35,-135.09749999999997
-2.25,1.35,-127.74369999999999
-2.1,1.35,-120.70034999999999
-1.95,1.35,-113.9645
-1.8,1.35,-107.53714999999997
-1.65,1.35,-101.42210000000001
-1.5,1.35,-95.62265
-1.35,1.35,-90.14599999999999
-1.2,1.35,-84.85934999999998
-1.05,1.35,-79.4494
-0.9,1.35,-73.90809999999999
-0.75,1.35,-68.22445
-0.6,1.35,-62.364050000000006
-0.45,1.35,-56.33800000000001
-0.3,1.35,-50.20255000000001
-0.15,1.35,-44.056300000000014
0.0,1.35,-37.82854999999999
0.15,1.35,-31.4945
0.3,1.35,-25.335549999999994
0.45,1.35,-19.344300000000004
0.6,1.35,-13.552100000000001
0.75,1.35,-8.075
0.9,1.35,-2.9126
1.05,1.35,1.9330500000000004
1.2,1.35,6.5996
1.35,1.35,11.10445
1.5,1.35,15.546700000000001
1.65,1.35,19.943949999999997
1.8,1.35,24.406299999999995
1.95,1.35,28.904800000000005
2.1,1.35,33.463800000000006
2.25,1.35,38.1538
2.4,1.35,42.99505
2.55,1.35,48.002100000000006
2.7,1.35,53.283249999999995
2.85,1.35,58.826249999999995
3.0,1.35,64.70535000000002
3.15,1.35,70.7698
3.3,1.35,76.95049999999998
3.45,1.35,83.22085000000001
3.6,1.35,89.56325000000001
3.75,1.35,95.9549
3.9,1.35,102.37765
4.05,1.35,108.81164999999999
4.2,1.35,115.24509999999998
4.35,1.35,121.6739
4.5,1.35,128.1009
4.65,1.35,134.5328
4.8,1.35,140.97960000000003
4.95,1.35,147.45240000000004
5.1,1.35,153.96479999999997
5.25,1.35,160.52965
5.4,1.35,
,1.35,
-5.4,1.2,
-5.25,1.2,
-5.1,1.2,-307.04395000000005
-4.95,1.2,-295.20585
-4.8,1.2,-283.592
-4.65,1.2,-272.20244999999994
-4.5,1.2,-261.04105
-4.35,1.2,-250.09980000000002
-4.2,1.2,-239.3933
-4.05,1.2,-228.91270000000003
-3.9,1.2,-218.67524999999995
-3.75,1.2,-208.67710000000002
-3.6,1.2,-198.91945000000004
-3.45,1.2,-189.41060000000002
-3.3,1.2,-180.15539999999993
-3.15,1.2,-171.1604
-3.0,1.2,-162.43779999999998
-2.85,1.2,-153.99495
-2.7,1.2,-145.83829999999998
-2.55,1.2,-137.97494999999998
-2.4,1.2,-130.41185
-2.25,1.2,-123.149
-2.1,1.2,-116.19284999999999
-1.95,1.2,-109.54054999999998
-1.8,1.2,-103.19520000000003
-1.65,1.2,-97.16170000000002
-1.5,1.2,-91.42999999999999
-1.35,1.2,-85.99535
-1.2,1.2,-80.6646
-1.05,1.2,-75.22325000000001
-0.9,1.2,-69.63829999999999
-0.75,1.2,-63.951750000000004
-0.6,1.2,-58.205
-0.45,1.2,-52.254149999999996
-0.3,1.2,-46.1044
-0.15,1.2,-39.9658
0.0,1.2,-33.70345
0.15,1.2,-27.358499999999992
0.3,1.2,-21.259049999999995
0.45,1.2,-15.40725
0.6,1.2,-9.878300000000001
0.75,1.2,-4.687449999999999
0.9,1.2,0.19115000000000001
1.05,1.2,4.78
1.2,1.2,9.26855
1.35,1.2,13.648599999999998
1.5,1.2,17.985499999999995
1.65,1.2,22.31715
1.8,1.2,26.764850000000003
1.95,1.2,31.262
2.1,1.2,35.84895
2.25,1.2,40.604200000000006
2.4,1.2,45.544050000000006
2.55,1.2,50.67555
2.7,1.2,56.08804999999999
2.85,1.2,61.75840000000001
3.0,1.2,67.737
3.15,1.2,73.97049999999999
3.3,1.2,80.3194
3.45,1.2,86.73790000000001
3.6,1.2,93.20655
3.75,1.2,99.70065
3.9,1.2,106.2091
4.05,1.2,112.71109999999999
4.2,1.2,119.20365000000001
4.35,1.2,125.68900000000001
4.5,1.2,132.17275
4.65,1.2,138.67089999999996
4.8,1.2,145.1905
4.95,1.2,151.74830000000003
5.1,1.2,158.3599
5.25,1.2,165.03600000000003
5.4,1.2,
,1.2,
-5.4,1.05,
-5.25,1.05,
-5.1,1.05,-299.75245
-4.95,1.05,-288.08405
-4.8,1.05,-276.64025000000004
-4.65,1.05,-265.419
-4.5,1.05,-254.42379999999994
-4.35,1.05,-243.64824999999996
-4.2,1.05,-233.10365000000002
-4.05,1.05,-222.7853
-3.9,1.05,-212.70645
-3.75,1.05,-202.86165
-3.6,1.05,-193.25090000000003
-3.45,1.05,-183.88419999999996
-3.3,1.05,-174.76385000000005
-3.15,1.05,-165.89439999999996
-3.0,1.05,-157.28755000000004
-2.85,1.05,-148.9513
-2.7,1.05,-140.89505
-2.55,1.05,-133.12795
-2.4,1.05,-125.65880000000001
-2.25,1.05,-118.48745000000001
-2.1,1.05,-111.62129999999999
-1.95,1.05,-105.0583
-1.8,1.05,-98.79760000000002
-1.65,1.05,-92.85754999999999
-1.5,1.05,-87.23495000000001
-1.35,1.05,-81.79375000000002
-1.2,1.05,-76.33570000000002
-1.05,1.05,-70.8275
-0.9,1.05,-65.2254
-0.75,1.05,-59.523199999999996
-0.6,1.05,-53.85809999999999
-0.45,1.05,-48.01225000000001
-0.3,1.05,-41.89509999999999
-0.15,1.05,-35.7764
0.0,1.05,-29.5351
0.15,1.05,-23.231700000000007
0.3,1.05,-17.242549999999998
0.45,1.05,-11.64055
0.6,1.05,-6.423799999999998
0.75,1.05,-1.5313
0.9,1.05,3.0456499999999993
1.05,1.05,7.435499999999999
1.2,1.05,11.7482
1.35,1.05,16.0522
1.5,1.05,20.368500000000004
1.65,1.05,24.70245
1.8,1.05,29.167100000000005
1.95,1.05,33.6991
2.1,1.05,38.34410000000001
2.25,1.05,43.2077
2.4,1.05,48.24115000000001
2.55,1.05,53.549549999999996
2.7,1.05,59.116049999999994
2.85,1.05,64.94094999999999
3.0,1.05,71.02865
3.15,1.05,77.38115
3.3,1.05,83.89745
3.45,1.05,90.4472
3.6,1.05,97.01939999999999
3.75,1.05,103.5959
3.9,1.05,110.16734999999998
4.05,1.05,116.72240000000002
4.2,1.05,123.26354999999998
4.35,1.05,129.80275
4.5,1.05,136.348
4.65,1.05,142.91895
4.8,1.05,149.5226
4.95,1.05,156.17895
5.1,1.05,162.89885000000004
5.25,1.05,169.69275000000005
5.4,1.05,
,1.05,
-5.4,0.9,
-5.25,0.9,
-5.1,0.9,-292.678
-4.95,0.9,-281.17979999999994
-4.8,0.9,-269.90475000000004
-4.65,0.9,-258.85105000000004
-4.5,0.9,-248.02279999999996
-4.35,0.9,-237.41575000000003
-4.2,0.9,-227.03594999999996
-4.05,0.9,-216.88395
-3.9,0.9,-206.96855000000005
-3.75,0.9,-197.28234999999998
-3.6,0.9,-187.82614999999998
-3.45,0.9,-178.60725
-3.3,0.9,-169.62945
-3.15,0.9,-160.8951
-3.0,0.9,-152.41209999999998
-2.85,0.9,-144.19
-2.7,0.9,-136.2393
-2.55,0.9,-128.5711
-2.4,0.9,-121.19399999999999
-2.25,0.9,-114.11514999999997
-2.1,0.9,-107.34020000000001
-1.95,0.9,-100.8687
-1.8,0.9,-94.68885000000002
-1.65,0.9,-88.81464999999999
-1.5,0.9,-83.18705
-1.35,0.9,-77.58170000000001
-1.2,0.9,-71.93299999999999
-1.05,0.9,-66.32265
-0.9,0.9,-60.6942
-0.75,0.9,-54.96825
-0.6,0.9,-49.33565
-0.45,0.9,-43.54365
-0.3,0.9,-37.5868
-0.15,0.9,-31.580599999999993
0.0,0.9,-25.35395
0.15,0.9,-19.130950000000002
0.3,0.9,-13.3436
0.45,0.9,-8.046149999999997
0.6,0.9,-3.18095
0.75,0.9,1.3909500000000004
0.9,0.9,5.696350000000001
1.05,0.9,9.91535
1.2,0.9,14.133799999999999
1.35,0.9,18.450350000000004
1.5,0.9,22.791749999999997
1.65,0.9,27.174100000000003
1.8,0.9,31.655499999999996
1.95,0.9,36.216350000000006
2.1,0.9,40.92604999999999
2.25,0.9,45.921
2.4,0.9,51.10965
2.55,0.9,56.60434999999999
2.7,0.9,62.3658
2.85,0.9,68.33805000000002
3.0,0.9,74.52715
3.15,0.9,80.9254
3.3,0.9,87.53065000000001
3.45,0.9,94.17439999999999
3.6,0.9,100.82365
3.75,0.9,107.45935000000001
3.9,0.9,114.0749
4.05,0.9,120.67155000000002
4.2,0.9,127.25769999999997
4.35,0.9,133.85490000000001
4.5,0.9,140.46939999999998
4.65,0.9,147.12345000000002
4.8,0.9,153.82479999999998
4.95,0.9,160.59255000000002
5.1,0.9,167.4333
5.25,0.9,174.35584999999998
5.4,0.9,
,0.9,
-5.4,0.75,
-5.25,0.75,
-5.1,0.75,-285.57325000000003
-4.95,0.75,-274.2461
-4.8,0.75,-263.139
-4.65,0.75,-252.25590000000003
-4.5,0.75,-241.59795
-4.35,0.75,-231.1609
-4.2,0.75,-220.94934999999995
-4.05,0.75,-210.96324999999996
-3.9,0.75,-201.21159999999998
-3.75,0.75,-191.6895
-3.6,0.75,-182.39324999999997
-3.45,0.75,-173.32914999999997
-3.3,0.75,-164.5006
-3.15,0.75,-155.91109999999998
-3.0,0.75,-147.56229999999996
-2.85,0.75,-139.4649
-2.7,0.75,-131.62919999999997
-2.55,0.75,-124.06255000000002
-2.4,0.75,-116.77860000000003
-2.25,0.75,-109.79235000000001
-2.1,0.75,-103.11045000000001
-1.95,0.75,-96.73485000000001
-1.8,0.75,-90.65645
-1.65,0.75,-84.8699
-1.5,0.75,-79.20915
-1.35,0.75,-73.42705000000001
-1.2,0.75,-67.60015
-1.05,0.75,-61.79965
-0.9,0.75,-56.070499999999996
-0.75,0.75,-50.34585
-0.6,0.75,-44.64614999999999
-0.45,0.75,-38.96225
-0.3,0.75,-33.193850000000005
-0.15,0.75,-27.3188
0.0,0.75,-21.176849999999998
0.15,0.75,-15.1287
0.3,0.75,-9.658349999999999
0.45,0.75,-4.69675
0.6,0.75,-0.12469999999999996
0.75,0.75,4.202799999999999
0.9,0.75,8.35625
1.05,0.75,12.458200000000001
1.2,0.75,16.58795
1.35,0.75,20.973049999999997
1.5,0.75,25.283500000000004
1.65,0.75,29.711749999999995
1.8,0.75,34.14765
1.95,0.75,38.75735
2.1,0.75,43.620799999999996
2.25,0.75,48.8052
2.4,0.75,54.2091
2.55,0.75,59.89924999999998
2.7,0.75,65.8358
2.85,0.75,71.92615000000002
3.0,0.75,78.1992
3.15,0.75,84.64565
3.3,0.75,91.29235000000001
3.45,0.75,98.01045
3.6,0.75,104.71665
3.75,0.75,111.39034999999998
3.9,0.75,118.0361
4.05,0.75,124.67075
4.2,0.75,131.30915
4.35,0.75,137.97204999999997
4.5,0.75,144.67020000000002
4.65,0.75,151.42295000000001
4.8,0.75,158.2377
4.95,0.75,165.12494999999998
5.1,0.75,172.0924
5.25,0.75,179.1506
5.4,0.75,
,0.75,
-5.4,0.6,
-5.25,0.6,
-5.1,0.6,-278.52235
-4.95,0.6,-267.36495
-4.8,0.6,-256.4288
-4.65,0.6,-245.71620000000001
-4.5,0.6,-235.22775000000001
-4.35,0.6,-224.9632
-4.2,0.6,-214.92204999999998
-4.05,0.6,-205.10315
-3.9,0.6,-195.51629999999997
-3.75,0.6,-186.15955000000002
-3.6,0.6,-177.0284
-3.45,0.6,-168.1258
-3.3,0.6,-159.454
-3.15,0.6,-151.01494999999997
-3.0,0.6,-142.81099999999998
-2.85,0.6,-134.848
-2.7,0.6,-127.13505000000002
-2.55,0.6,-119.67955000000002
-2.4,0.6,-112.49334999999999
-2.25,0.6,-105.59790000000001
-2.1,0.6,-99.00379999999998
-1.95,0.6,-92.72115
-1.8,0.6,-86.74355
-1.65,0.6,-81.03350000000002
-1.5,0.6,-75.29699999999998
-1.35,0.6,-69.38789999999999
-1.2,0.6,-63.41880000000001
-1.05,0.6,-57.45309999999999
-0.9,0.6,-51.538700000000006
-0.75,0.6,-45.674699999999994
-0.6,0.6,-39.8927
-0.45,0.6,-34.22195000000001
-0.3,0.6,-28.59405
-0.15,0.6,-22.9026
0.0,0.6,-16.979299999999995
0.15,0.6,-11.266299999999998
0.3,0.6,-6.20375
0.45,0.6,-1.57415
0.6,0.6,2.7905
0.75,0.6,7.02085
0.9,0.6,11.1995
1.05,0.6,15.374350000000002
1.2,0.6,19.58175
1.35,0.6,23.80895
1.5,0.6,27.9928
1.65,0.6,32.327149999999996
1.8,0.6,36.69
1.95,0.6,41.41715
2.1,0.6,46.47644999999999
2.25,0.6,51.90034999999999
2.4,0.6,57.5638
2.55,0.6,63.435300000000005
2.7,0.6,69.5039
2.85,0.6,75.70129999999999
3.0,0.6,82.03004999999999
3.15,0.6,88.48374999999999
3.3,0.6,95.11355
3.45,0.6,101.8768
3.6,0.6,108.62244999999999
3.75,0.6,115.31970000000001
3.9,0.6,121.99279999999999
4.05,0.6,128.66865
4.2,0.6,135.3689
4.35,0.6,142.11065
4.5,0.6,148.90810000000002
4.65,0.6,155.773
4.8,0.6,162.71275
4.95,0.6,169.73440000000002
5.1,0.6,176.84165
5.25,0.6,184.04145
5.4,0.6,
,0.6,
-5.4,0.45,
-5.25,0.45,
-5.1,0.45,-271.4175
-4.95,0.45,-260.4253
-4.8,0.45,-249.65879999999999
-4.65,0.45,-239.11604999999994
-4.5,0.45,-228.79770000000002
-4.35,0.45,-218.70474999999996
-4.2,0.45,-208.833
-4.05,0.45,-199.1828
-3.9,0.45,-189.7635
-3.75,0.45,-180.57415000000003
-3.6,0.45,-171.61059999999998
-3.45,0.45,-162.87345
-3.3,0.45,-154.3639
-3.15,0.45,-146.0842
-3.0,0.45,-138.03625
-2.85,0.45,-130.21864999999997
-2.7,0.45,-122.64065000000001
-2.55,0.45,-115.3059
-2.4,0.45,-108.22745
-2.25,0.45,-101.42385000000003
-2.1,0.45,-94.9135
-1.95,0.45,-88.72235
-1.8,0.45,-82.88125000000001
-1.65,0.45,-77.2409
-1.5,0.45,-71.40045
-1.35,0.45,-65.4143
-1.2,0.45,-59.34724999999999
-1.05,0.45,-53.253499999999995
-0.9,0.45,-47.154
-0.75,0.45,-41.08119999999999
-0.6,0.45,-35.092349999999996
-0.45,0.45,-29.2637
-0.3,0.45,-23.6296
-0.15,0.45,-18.15985
0.0,0.45,-12.7071
0.15,0.45,-7.66915
0.3,0.45,-3.1357
0.45,0.45,1.1409500000000001
0.6,0.45,5.308749999999998
0.75,0.45,9.457399999999998
0.9,0.45,13.637049999999999
1.05,0.45,17.8709
1.2,0.45,22.1817
1.35,0.45,26.57885
1.5,0.45,31.037149999999997
1.65,0.45,35.049850000000006
1.8,0.45,39.35264999999999
1.95,0.45,44.300799999999995
2.1,0.45,49.67625
2.25,0.45,55.372550000000004
2.4,0.45,61.2691
2.55,0.45,67.28324999999998
2.7,0.45,73.43529999999998
2.85,0.45,79.69239999999999
3.0,0.45,86.03925
3.15,0.45,92.50335
3.3,0.45,99.12840000000001
3.45,0.45,105.89359999999999
3.6,0.45,112.63785
3.75,0.45,119.34309999999998
3.9,0.45,126.04789999999998
4.05,0.45,132.78029999999998
4.2,0.45,139.55925
4.35,0.45,146.4024
4.5,0.45,153.31779999999998
4.65,0.45,160.30905
4.8,0.45,167.3837
4.95,0.45,174.54619999999997
5.1,0.45,181.80139999999994
5.25,0.45,189.15074999999996
5.4,0.45,
,0.45,
-5.4,0.3,
-5.25,0.3,-261.73
-5.1,0.3,-264.4871
-4.95,0.3,-253.66394999999997
-4.8,0.3,-243.06675
-4.65,0.3,-232.69225
-4.5,0.3,-222.54430000000002
-4.35,0.3,-212.62180000000004
-4.2,0.3,-202.92125000000001
-4.05,0.3,-193.44244999999998
-3.9,0.3,-184.1922
-3.75,0.3,-175.1697
-3.6,0.3,-166.37294999999997
-3.45,0.3,-157.8022
-3.3,0.3,-149.45945000000003
-3.15,0.3,-141.3439
-3.0,0.3,-133.45765
-2.85,0.3,-125.79645000000001
-2.7,0.3,-118.36955000000003
-2.55,0.3,-111.17419999999997
-2.4,0.3,-104.21565000000001
-2.25,0.3,-97.51299999999999
-2.1,0.3,-91.07794999999999
-1.95,0.3,-84.93560000000001
-1.8,0.3,-79.1243
-1.65,0.3,-73.467
-1.5,0.3,-67.55584999999999
-1.35,0.3,-61.50020000000001
-1.2,0.3,-55.35979999999999
-1.05,0.3,-49.1717
-0.9,0.3,-42.938100000000006
-0.75,0.3,-36.6862
-0.6,0.3,-30.49285000000001
-0.45,0.3,-24.317100000000003
-0.3,0.3,-18.30645
-0.15,0.3,-12.995750000000001
0.0,0.3,-8.343649999999998
0.15,0.3,-4.2010999999999985
0.3,0.3,-0.12240000000000002
0.45,0.3,3.9597500000000005
0.6,0.3,8.080350000000001
0.75,0.3,12.2644
0.9,0.3,16.527049999999996
1.05,0.3,20.876049999999996
1.2,0.3,25.317999999999998
1.35,0.3,29.857849999999996
1.5,0.3,34.46955
1.65,0.3,38.92245
1.8,0.3,43.86319999999999
1.95,0.3,49.30889999999999
2.1,0.3,55.085599999999985
2.25,0.3,61.028999999999996
2.4,0.3,67.07534999999999
2.55,0.3,73.17399999999999
2.7,0.3,79.37485
2.85,0.3,85.64275
3.0,0.3,91.97540000000001
3.15,0.3,98.41544999999999
3.3,0.3,104.99270000000001
3.45,0.3,111.7089
3.6,0.3,118.43609999999998
3.75,0.3,125.16579999999999
3.9,0.3,131.92334999999997
4.05,0.3,138.73805
4.2,0.3,145.6225
4.35,0.3,152.58295000000004
4.5,0.3,159.6264
4.65,0.3,166.75835
4.8,0.3,173.97829999999996
4.95,0.3,181.28894999999997
5.1,0.3,188.69455
5.25,0.3,196.19774999999998
5.4,0.3,
,0.3,
-5.4,0.15,
-5.25,0.15,-254.364
-5.1,0.15,-257.44169999999997
-4.95,0.15,-246.78824999999998
-4.8,0.15,-236.359
-4.65,0.15,-226.15344999999996
-4.5,0.15,-216.17495000000002
-4.35,0.15,-206.42175000000003
-4.2,0.15,-196.89285
-4.05,0.15,-187.58459999999997
-3.9,0.15,-178.5031
-3.75,0.15,-169.6487
-3.6,0.15,-161.0203
-3.45,0.15,-152.61800000000005
-3.3,0.15,-144.44339999999997
-3.15,0.15,-136.49370000000005
-3.0,0.15,-128.77214999999998
-2.85,0.15,-121.27514999999998
-2.7,0.15,-114.00950000000003
-2.55,0.15,-106.9694
-2.4,0.15,-100.15634999999997
-2.25,0.15,-93.57865000000001
-2.1,0.15,-87.24374999999999
-1.95,0.15,-81.17035000000001
-1.8,0.15,-75.38645000000001
-1.65,0.15,-69.69145
-1.5,0.15,-63.740700000000004
-1.35,0.15,-57.64559999999999
-1.2,0.15,-51.46859999999998
-1.05,0.15,-45.20285000000001
-0.9,0.15,-38.87585
-0.75,0.15,-32.5321
-0.6,0.15,-26.232250000000004
-0.45,0.15,-19.940700000000003
-0.3,0.15,-13.919000000000002
-0.15,0.15,-8.604249999999999
0.0,0.15,-4.057999999999998
0.15,0.15,0.006000000000000002
0.3,0.15,4.085999999999999
0.45,0.15,8.22635
0.6,0.15,12.444099999999995
0.75,0.15,16.747749999999996
0.9,0.15,21.1457
1.05,0.15,25.638249999999992
1.2,0.15,30.22785
1.35,0.15,34.9182
1.5,0.15,39.70615000000001
1.65,0.15,44.57675
1.8,0.15,49.70029999999999
1.95,0.15,55.462300000000006
2.1,0.15,61.488200000000006
2.25,0.15,67.54974999999999
2.4,0.15,73.65140000000001
2.55,0.15,79.7791
2.7,0.15,85.97184999999999
2.85,0.15,92.2217
3.0,0.15,98.51789999999998
3.15,0.15,104.91739999999997
3.3,0.15,111.44859999999998
3.45,0.15,118.09665
3.6,0.15,124.82334999999998
3.75,0.15,131.6171
3.9,0.15,138.4595
4.05,0.15,145.38165
4.2,0.15,152.38975
4.35,0.15,159.4853
4.5,0.15,166.67280000000002
4.65,0.15,173.95279999999997
4.8,0.15,181.32294999999996
4.95,0.15,188.786
5.1,0.15,196.34795
5.25,0.15,204.00775
5.4,0.15,
,0.15,
-5.4,0.0,
-5.25,0.0,-248.9675
-5.1,0.0,-250.24964999999997
-4.95,0.0,-239.7639
-4.8,0.0,-229.5038
-4.65,0.0,-219.46920000000006
-4.5,0.0,-209.66105
-4.35,0.0,-200.07879999999997
-4.2,0.0,-190.7196
-4.05,0.0,-181.58355
-3.9,0.0,-172.6708
-3.75,0.0,-163.98535
-3.6,0.0,-155.52575000000002
-3.45,0.0,-147.29275
-3.3,0.0,-139.28449999999998
-3.15,0.0,-131.5022
-3.0,0.0,-123.94775
-2.85,0.0,-116.61855
-2.7,0.0,-109.51870000000001
-2.55,0.0,-102.6413
-2.4,0.0,-95.98964999999998
-2.25,0.0,-89.56505000000001
-2.1,0.0,-83.36479999999999
-1.95,0.0,-77.39845
-1.8,0.0,-71.6574
-1.65,0.0,-65.88669999999999
-1.5,0.0,-59.896550000000005
-1.35,0.0,-53.781400000000005
-1.2,0.0,-47.585100000000004
-1.05,0.0,-41.28345
-0.9,0.0,-34.892250000000004
-0.75,0.0,-28.481550000000006
-0.6,0.0,-22.024649999999994
-0.45,0.0,-15.506350000000001
-0.3,0.0,-9.249199999999998
-0.15,0.0,-4.1334
0.0,0.0,0.0
0.15,0.0,4.066000000000001
0.3,0.0,8.223000000000003
0.45,0.0,12.477500000000003
0.6,0.0,16.830899999999996
0.75,0.0,21.277449999999998
0.9,0.0,25.822849999999995
1.05,0.0,30.468700000000002
1.2,0.0,35.21145
1.35,0.0,40.05309999999999
1.5,0.0,44.995
1.65,0.0,50.03320000000001
1.8,0.0,55.27995
1.95,0.0,60.94285
2.1,0.0,66.91765000000001
2.25,0.0,72.9671
2.4,0.0,79.05960000000002
2.55,0.0,85.17795
2.7,0.0,91.34575
2.85,0.0,97.58805000000002
3.0,0.0,103.87715
3.15,0.0,110.2539
3.3,0.0,116.74910000000003
3.45,0.0,123.34500000000003
3.6,0.0,130.07694999999998
3.75,0.0,136.93710000000004
3.9,0.0,143.88994999999997
4.05,0.0,150.94395000000003
4.2,0.0,158.0944
4.35,0.0,165.33845000000002
4.5,0.0,172.67740000000003
4.65,0.0,180.1107
4.8,0.0,187.63435
4.95,0.0,195.25009999999997
5.1,0.0,202.96765
5.25,0.0,210.78060000000005
5.4,0.0,
,0.0,
-5.4,-0.15,
-5.25,-0.15,-239.344
-5.1,-0.15,-242.94820000000004
-4.95,-0.15,-232.62815
-4.8,-0.15,-222.53519999999997
-4.65,-0.15,-212.67024999999998
-4.5,-0.15,-203.03209999999999
-4.35,-0.15,-193.6206
-4.2,-0.15,-184.43125000000003
-4.05,-0.15,-175.46864999999997
-3.9,-0.15,-166.72379999999998
-3.75,-0.15,-158.20614999999998
-3.6,-0.15,-149.91415
-3.45,-0.15,-141.84975000000003
-3.3,-0.15,-134.0098
-3.15,-0.15,-126.39644999999999
-3.0,-0.15,-119.01234999999997
-2.85,-0.15,-111.85085
-2.7,-0.15,-104.91809999999998
-2.55,-0.15,-98.21245
-2.4,-0.15,-91.7301
-2.25,-0.15,-85.4743
-2.1,-0.15,-79.4433
-1.95,-0.15,-73.64184999999999
-1.8,-0.15,-67.93225000000001
-1.65,-0.15,-62.06869999999999
-1.5,-0.15,-56.04735000000001
-1.35,-0.15,-49.916500000000006
-1.2,-0.15,-43.7123
-1.05,-0.15,-37.40445
-0.9,-0.15,-31.01645
-0.75,-0.15,-24.574499999999997
-0.6,-0.15,-18.110049999999998
-0.45,-0.15,-11.64115
-0.3,-0.15,-5.3248
-0.15,-0.15,-0.13824999999999998
0.0,-0.15,3.9930499999999993
0.15,-0.15,8.221000000000002
0.3,-0.15,12.537000000000004
0.45,-0.15,16.946850000000005
0.6,-0.15,21.456000000000003
0.75,-0.15,26.057650000000002
0.9,-0.15,30.75574999999999
1.05,-0.15,35.5561
1.2,-0.15,40.4519
1.35,-0.15,45.446850000000005
1.5,-0.15,50.53994999999999
1.65,-0.15,55.732749999999974
1.8,-0.15,61.21925000000001
1.95,-0.15,66.6134
2.1,-0.15,72.35605000000001
2.25,-0.15,78.3356
2.4,-0.15,84.39615
2.55,-0.15,90.4901
2.7,-0.15,96.64054999999999
2.85,-0.15,102.86769999999999
3.0,-0.15,109.16524999999999
3.15,-0.15,115.52790000000002
3.3,-0.15,121.98164999999999
3.45,-0.15,128.5549
3.6,-0.15,135.29889999999997
3.75,-0.15,142.24679999999998
3.9,-0.15,149.32305
4.05,-0.15,156.51579999999998
4.2,-0.15,163.81250000000003
4.35,-0.15,171.2067
4.5,-0.15,178.69660000000005
4.65,-0.15,186.28359999999998
4.8,-0.15,193.9619
4.95,-0.15,201.7319
5.1,-0.15,209.6002
5.25,-0.15,217.56454999999997
5.4,-0.15,
,-0.15,
-5.4,-0.3,
-5.25,-0.3,
-5.1,-0.3,-235.86705
-4.95,-0.3,-225.71684999999997
-4.8,-0.3,-215.79555000000005
-4.65,-0.3,-206.09915
-4.5,-0.3,-196.63075
-4.35,-0.3,-187.38965000000002
-4.2,-0.3,-178.37269999999998
-4.05,-0.3,-169.58155
-3.9,-0.3,-161.004
-3.75,-0.3,-152.65505
-3.6,-0.3,-144.53215
-3.45,-0.3,-136.6365
-3.3,-0.3,-128.96635
-3.15,-0.3,-121.52025000000003
-3.0,-0.3,-114.30350000000001
-2.85,-0.3,-107.30895000000001
-2.7,-0.3,-100.54400000000001
-2.55,-0.3,-94.00155000000001
-2.4,-0.3,-87.67645
-2.25,-0.3,-81.56465
-2.1,-0.3,-75.6545
-1.95,-0.3,-69.92855
-1.8,-0.3,-64.1721
-1.65,-0.3,-58.246900000000004
-1.5,-0.3,-52.188300000000005
-1.35,-0.3,-46.05219999999999
-1.2,-0.3,-39.84565
-1.05,-0.3,-33.54335000000001
-0.9,-0.3,-27.164699999999993
-0.75,-0.3,-20.7309
-0.6,-0.3,-14.3072
-0.45,-0.3,-7.83625
-0.3,-0.3,-1.4762499999999998
-0.15,-0.3,3.86465
0.0,-0.3,8.08095
0.15,-0.3,12.472950000000006
0.3,-0.3,16.952
0.45,-0.3,21.520850000000003
0.6,-0.3,26.185249999999996
0.75,-0.3,30.942999999999994
0.9,-0.3,35.796900000000015
1.05,-0.3,40.75205
1.2,-0.3,45.80359999999999
1.35,-0.3,50.95115000000001
