X_mm,Y_mm,WF_mean_µm
-4.8,1.5,-284.28849999999994
-4.65,1.5,-272.82515000000006
-4.5,1.5,-261.59605
-4.35,1.5,-250.59809999999993
-4.2,1.5,-239.8428499999999
-4.05,1.5,-229.33439999999996
-3.9,1.5,-219.08469999999997
-3.75,1.5,-209.09435000000002
-3.6,1.5,-199.37100000000004
-3.45,1.5,-189.92770000000002
-3.3,1.5,-180.77055000000001
-3.15,1.5,-171.9101
-3.0,1.5,-163.35770000000002
-2.85,1.5,-155.12145
-2.7,1.5,-147.20575
-2.55,1.5,-139.61939999999998
-2.4,1.5,-132.36890000000002
-2.25,1.5,-125.45630000000001
-2.1,1.5,-118.89265
-1.95,1.5,-112.684
-1.8,1.5,-106.83340000000001
-1.65,1.5,-101.34415
-1.5,1.5,-96.2047
-1.35,1.5,-91.20155
-1.2,1.5,-86.08914999999999
-1.05,1.5,-80.88245
-0.9,1.5,-75.6303
-0.75,1.5,-70.24429999999998
-0.6,1.5,-64.70984999999999
-0.45,1.5,-59.093650000000004
-0.3,1.5,-53.241200000000006
-0.15,1.5,-47.27884999999999
0.0,1.5,-41.130500000000005
0.15,1.5,-35.0659
0.3,1.5,-29.16245
0.45,1.5,-23.307850000000002
0.6,1.5,-17.64385
0.75,1.5,-12.250499999999999
0.9,1.5,-7.163750000000002
1.05,1.5,-2.30975
1.2,1.5,2.40025
1.35,1.5,6.845599999999999
1.5,1.5,11.235100000000001
1.65,1.5,15.527899999999997
1.8,1.5,19.749550000000003
1.95,1.5,23.953249999999997
2.1,1.5,28.210549999999994
2.25,1.5,32.5958
2.4,1.5,37.118
2.55,1.5,41.848600000000005
2.7,1.5,46.87135000000001
2.85,1.5,52.12554999999999
3.0,1.5,57.561899999999994
3.15,1.5,63.141099999999994
3.3,1.5,68.82695000000002
3.45,1.5,74.58780000000002
3.6,1.5,80.40505
3.75,1.5,86.26630000000003
3.9,1.5,92.1621
4.05,1.5,98.08595
4.2,1.5,104.03405000000001
4.35,1.5,110.00564999999999
4.5,1.5,116.0089
4.65,1.5,122.05080000000002
4.8,1.5,128.14249999999998
4.95,1.5,134.2884
5.1,1.5,140.5012
5.25,1.5,146.78789999999998
5.4,1.5,
,1.5,
-5.4,1.35,
-5.25,1.35,
-5.1,1.35,-301.6680500000001
-4.95,1.35,-289.91164999999995
-4.8,1.35,-278.3842
-4.65,1.35,-267.08164999999997
-4.5,1.35,-256.0097999999999
-4.35,1.35,-245.1646
-4.2,1.35,-234.56055
-4.05,1.35,-224.1927
-3.9,1.35,-214.07765
-3.75,1.35,-204.21735
-3.6,1.35,-194.61400000000003
-3.45,1.35,-185.2774
-3.3,1.35,-176.21855
-3.15,1.35,-167.44675
-3.0,1.35,-158.9744
-2.85,1.35,-150.81005
-2.7,1.35,-142.96154999999993
-2.55,1.35,-135.43535
-2.4,1.35,-128.23875
-2.25,1.35,-121.37455000000003
-2.1,1.35,-114.85535
-1.95,1.35,-108.68119999999999
-1.8,1.35,-102.86245000000001
-1.65,1.35,-97.43005
-1.5,1.35,-92.27935000000001
-1.35,1.35,-87.10155
-1.2,1.35,-81.8668
-1.05,1.35,-76.64815
-0.9,1.35,-71.38924999999999
-0.75,1.35,-66.06885
-0.6,1.35,-60.60920000000001
-0.45,1.35,-55.0434
-0.3,1.35,-49.2867
-0.15,1.35,-43.41930000000001
0.0,1.35,-37.3115
0.15,1.35,-31.253449999999997
0.3,1.35,-25.3746
0.45,1.35,-19.540600000000005
0.6,1.35,-14.05445
0.75,1.35,-8.9254
0.9,1.35,-4.1479
1.05,1.35,0.48400000000000015
1.2,1.35,5.0133
1.35,1.35,9.3323
1.5,1.35,13.553450000000002
1.65,1.35,17.712349999999997
1.8,1.35,21.843349999999997
1.95,1.35,25.985450000000004
2.1,1.35,30.249599999999994
2.25,1.35,34.640600000000006
2.4,1.35,39.21885000000001
2.55,1.35,44.01565000000001
2.7,1.35,49.1111
2.85,1.35,54.51559999999999
3.0,1.35,60.20700000000001
3.15,1.35,65.9899
3.3,1.35,71.8344
3.45,1.35,77.7252
3.6,1.35,83.65565000000001
3.75,1.35,89.61645000000001
3.9,1.35,95.60334999999998
4.05,1.35,101.61134999999999
4.2,1.35,107.64065000000001
4.35,1.35,113.69779999999999
4.5,1.35,119.79205000000002
4.65,1.35,125.93305000000001
4.8,1.35,132.1311
4.95,1.35,138.39419999999998
5.1,1.35,144.73225000000002
5.25,1.35,151.15309999999997
5.4,1.35,
,1.35,
-5.4,1.2,
-5.25,1.2,
-5.1,1.2,-295.4908
-4.95,1.2,-283.90334999999993
-4.8,1.2,-272.54054999999994
-4.65,1.2,-261.4032
-4.5,1.2,-250.49499999999998
-4.35,1.2,-239.80865
-4.2,1.2,-229.36025
-4.05,1.2,-219.14105
-3.9,1.2,-209.16985
-3.75,1.2,-199.44445000000002
-3.6,1.2,-189.96824999999995
-3.45,1.2,-180.7511
-3.3,1.2,-171.80114999999998
-3.15,1.2,-163.12630000000001
-3.0,1.2,-154.74175
-2.85,1.2,-146.65619999999998
-2.7,1.2,-138.8784
-2.55,1.2,-131.4173
-2.4,1.2,-124.282
-2.25,1.2,-117.47495
-2.1,1.2,-111.00485000000003
-1.95,1.2,-104.86765
-1.8,1.2,-99.06905000000002
-1.65,1.2,-93.60615
-1.5,1.2,-88.26070000000001
-1.35,1.2,-82.8817
-1.2,1.2,-77.54180000000001
-1.05,1.2,-72.27450000000002
-0.9,1.2,-66.99665
-0.75,1.2,-61.7192
-0.6,1.2,-56.35625
-0.45,1.2,-50.86579999999999
-0.3,1.2,-45.24750000000001
-0.15,1.2,-39.3911
0.0,1.2,-33.4138
0.15,1.2,-27.30115
0.3,1.2,-21.455800000000004
0.45,1.2,-15.824499999999997
0.6,1.2,-10.608049999999999
0.75,1.2,-5.822800000000001
0.9,1.2,-1.2989000000000002
1.05,1.2,3.1107500000000003
1.2,1.2,7.456950000000001
1.35,1.2,11.6634
1.5,1.2,15.7713
1.65,1.2,19.839450000000003
1.8,1.2,23.91205
1.95,1.2,28.050050000000006
2.1,1.2,32.32950000000001
2.25,1.2,36.7774
2.4,1.2,41.480250000000005
2.55,1.2,46.4051
2.7,1.2,51.6127
2.85,1.2,57.064049999999995
3.0,1.2,62.8928
3.15,1.2,68.8316
3.3,1.2,74.79520000000002
3.45,1.2,80.79050000000002
3.6,1.2,86.8145
3.75,1.2,92.85850000000002
3.9,1.2,98.9267
4.05,1.2,105.01205000000002
4.2,1.2,111.12275
4.35,1.2,117.26895000000002
4.5,1.2,123.45875000000001
4.65,1.2,129.70799999999997
4.8,1.2,136.02085
4.95,1.2,142.4082
5.1,1.2,148.88074999999998
5.25,1.2,155.44310000000002
5.4,1.2,
,1.2,
-5.4,1.05,
-5.25,1.05,
-5.1,1.05,-289.16354999999993
-4.95,1.05,-277.74505
-4.8,1.05,-266.55170000000004
-4.65,1.05,-255.58099999999996
-4.5,1.05,-244.83724999999998
-4.35,1.05,-234.31405
-4.2,1.05,-224.02384999999998
-4.05,1.05,-213.96209999999996
-3.9,1.05,-204.14295000000004
-3.75,1.05,-194.56250000000006
-3.6,1.05,-185.22255
-3.45,1.05,-176.13460000000003
-3.3,1.05,-167.30399999999997
-3.15,1.05,-158.73730000000003
-3.0,1.05,-150.4486
-2.85,1.05,-142.44830000000002
-2.7,1.05,-134.74755
-2.55,1.05,-127.35725
-2.4,1.05,-120.28779999999999
-2.25,1.05,-113.54225
-2.1,1.05,-107.13295000000001
-1.95,1.05,-101.0641
-1.8,1.05,-95.33914999999999
-1.65,1.05,-89.78545
-1.5,1.05,-84.20924999999997
-1.35,1.05,-78.65815
-1.2,1.05,-73.1671
-1.05,1.05,-67.83395
-0.9,1.05,-62.539
-0.75,1.05,-57.2668
-0.6,1.05,-51.9507
-0.45,1.05,-46.548049999999996
-0.3,1.05,-41.02305
-0.15,1.05,-35.28595
0.0,1.05,-29.3793
0.15,1.05,-23.311999999999998
0.3,1.05,-17.681400000000004
0.45,1.05,-12.389149999999999
0.6,1.05,-7.527850000000001
0.75,1.05,-3.0205000000000006
0.9,1.05,1.3383000000000003
1.05,1.05,5.591700000000001
1.2,1.05,9.812999999999999
1.35,1.05,13.918199999999999
1.5,1.05,17.92825
1.65,1.05,21.9271
1.8,1.05,25.9449
1.95,1.05,30.120549999999998
2.1,1.05,34.49195
2.25,1.05,39.074
2.4,1.05,43.93855
2.55,1.05,49.03485
2.7,1.05,54.39465
2.85,1.05,59.94475000000001
3.0,1.05,65.74964999999999
3.15,1.05,71.72625
3.3,1.05,77.77705
3.45,1.05,83.85979999999999
3.6,1.05,89.96564999999998
3.75,1.05,96.08654999999999
3.9,1.05,102.22734999999997
4.05,1.05,108.38960000000002
4.2,1.05,114.58385000000003
4.35,1.05,120.82569999999998
4.5,1.05,127.12275
4.65,1.05,133.4901
4.8,1.05,139.92865
4.95,1.05,146.45165000000006
5.1,1.05,153.06365
5.25,1.05,159.76885
5.4,1.05,
,1.05,
-5.4,0.9,
-5.25,0.9,
-5.1,0.9,-282.97339999999997
-4.95,0.9,-271.72475
-4.8,0.9,-260.6994
-4.65,0.9,-249.89575
-4.5,0.9,-239.31779999999998
-4.35,0.9,-228.96185
-4.2,0.9,-218.83415
-4.05,0.9,-208.935
-3.9,0.9,-199.2748
-3.75,0.9,-189.84700000000004
-3.6,0.9,-180.65299999999996
-3.45,0.9,-171.70245000000003
-3.3,0.9,-163.00125
-3.15,0.9,-154.55400000000003
-3.0,0.9,-146.37154999999996
-2.85,0.9,-138.46574999999996
-2.7,0.9,-130.84970000000004
-2.55,0.9,-123.53509999999999
-2.4,0.9,-116.53155000000001
-2.25,0.9,-109.8475
-2.1,0.9,-103.49314999999999
-1.95,0.9,-97.49229999999999
-1.8,0.9,-91.75590000000001
-1.65,0.9,-85.99804999999999
-1.5,0.9,-80.20065000000001
-1.35,0.9,-74.47145
-1.2,0.9,-68.83624999999998
-1.05,0.9,-63.3722
-0.9,0.9,-57.99085000000001
-0.75,0.9,-52.66865
-0.6,0.9,-47.38554999999999
-0.45,0.9,-42.13634999999999
-0.3,0.9,-36.76904999999999
-0.15,0.9,-31.193899999999996
0.0,0.9,-25.232899999999994
0.15,0.9,-19.37695
0.3,0.9,-14.074050000000003
0.45,0.9,-9.1125
0.6,0.9,-4.6240499999999995
0.75,0.9,-0.3861
0.9,0.9,3.8129
1.05,0.9,7.966350000000001
1.2,0.9,12.050349999999998
1.35,0.9,16.032699999999995
1.5,0.9,19.979200000000002
1.65,0.9,23.916549999999997
1.8,0.9,27.9854
1.95,0.9,32.26155000000001
2.1,0.9,36.77025
2.25,0.9,41.52160000000001
2.4,0.9,46.549
2.55,0.9,51.84805
2.7,0.9,57.36745
2.85,0.9,63.037099999999995
3.0,0.9,68.8663
3.15,0.9,74.94345000000001
3.3,0.9,81.13095000000001
3.45,0.9,87.31005
3.6,0.9,93.49244999999999
3.75,0.9,99.68355
3.9,0.9,105.8933
4.05,0.9,112.13465000000001
4.2,0.9,118.42024999999998
4.35,0.9,124.7698
4.5,0.9,131.18505
4.65,0.9,137.68015
4.8,0.9,144.25475
4.95,0.9,150.921
5.1,0.9,157.67919999999998
5.25,0.9,164.53235
5.4,0.9,
,0.9,
-5.4,0.75,
-5.25,0.75,-275.3755
-5.1,0.75,-276.77719999999994
-4.95,0.75,-265.6995
-4.8,0.75,-254.8421
-4.65,0.75,-244.20880000000002
-4.5,0.75,-233.80055
-4.35,0.75,-223.61365000000006
-4.2,0.75,-213.65255000000002
-4.05,0.75,-203.91769999999997
-3.9,0.75,-194.41819999999998
-3.75,0.75,-185.14995000000005
-3.6,0.75,-176.11030000000005
-3.45,0.75,-167.30670000000003
-3.3,0.75,-158.7437
-3.15,0.75,-150.428
-3.0,0.75,-142.36369999999997
-2.85,0.75,-134.56490000000002
-2.7,0.75,-127.0441
-2.55,0.75,-119.8115
-2.4,0.75,-112.87989999999999
-2.25,0.75,-106.26254999999999
-2.1,0.75,-99.96645000000001
-1.95,0.75,-94.0074
-1.8,0.75,-88.19794999999998
-1.65,0.75,-82.26305000000002
-1.5,0.75,-76.29845000000003
-1.35,0.75,-70.40495000000001
-1.2,0.75,-64.61495000000001
-1.05,0.75,-58.94735000000001
-0.9,0.75,-53.405649999999994
-0.75,0.75,-47.974149999999995
-0.6,0.75,-42.6856
-0.45,0.75,-37.50915
-0.3,0.75,-32.33625
-0.15,0.75,-26.924200000000003
0.0,0.75,-21.1964
0.15,0.75,-15.6905
0.3,0.75,-10.729400000000002
0.45,0.75,-6.0907
0.6,0.75,-1.8423500000000002
0.75,0.75,2.210600000000001
0.9,0.75,6.2536000000000005
1.05,0.75,10.3065
1.2,0.75,14.319250000000006
1.35,0.75,18.179900000000004
1.5,0.75,22.051000000000002
1.65,0.75,25.99465
1.8,0.75,30.162799999999997
1.95,0.75,34.566250000000004
2.1,0.75,39.2554
2.25,0.75,44.2016
2.4,0.75,49.442400000000006
2.55,0.75,54.887400000000014
2.7,0.75,60.59145000000001
2.85,0.75,66.36120000000001
3.0,0.75,72.25375000000001
3.15,0.75,78.30879999999999
3.3,0.75,84.52664999999999
3.45,0.75,90.76419999999999
3.6,0.75,97.00305000000002
3.75,0.75,103.25415000000001
3.9,0.75,109.53345000000002
4.05,0.75,115.86309999999996
4.2,0.75,122.2557
4.35,0.75,128.72405
4.5,0.75,135.27070000000003
4.65,0.75,141.90474999999998
4.8,0.75,148.62565
4.95,0.75,155.43645
5.1,0.75,162.33995000000002
5.25,0.75,169.34234999999998
5.4,0.75,
,0.75,
-5.4,0.6,
-5.25,0.6,-269.0005
-5.1,0.6,-270.5226
-4.95,0.6,-259.61475
-4.8,0.6,-248.9281
-4.65,0.6,-238.46500000000006
-4.5,0.6,-228.22625000000002
-4.35,0.6,-218.21125
-4.2,0.6,-208.41975000000002
-4.05,0.6,-198.851
-3.9,0.6,-189.51484999999997
-3.75,0.6,-180.40949999999998
-3.6,0.6,-171.53085000000002
-3.45,0.6,-162.88309999999998
-3.3,0.6,-154.46925000000002
-3.15,0.6,-146.29339999999996
-3.0,0.6,-138.36005
-2.85,0.6,-130.67875
-2.7,0.6,-123.26219999999998
-2.55,0.6,-116.12165
-2.4,0.6,-109.27179999999998
-2.25,0.6,-102.72935
-2.1,0.6,-96.5045
-1.95,0.6,-90.5534
-1.8,0.6,-84.61535
-1.65,0.6,-78.56979999999999
-1.5,0.6,-72.51415
-1.35,0.6,-66.48045
-1.2,0.6,-60.52194999999998
-1.05,0.6,-54.646249999999995
-0.9,0.6,-48.89365
-0.75,0.6,-43.3195
-0.6,0.6,-37.9243
-0.45,0.6,-32.718700000000005
-0.3,0.6,-27.6618
-0.15,0.6,-22.474949999999996
0.0,0.6,-17.197799999999994
0.15,0.6,-12.11995
0.3,0.6,-7.5464
0.45,0.6,-3.2459000000000002
0.6,0.6,0.90805
0.75,0.6,5.0078499999999995
0.9,0.6,9.099149999999998
1.05,0.6,13.092250000000002
1.2,0.6,16.7309
1.35,0.6,20.32295
1.5,0.6,24.079750000000004
1.65,0.6,28.062599999999996
1.8,0.6,32.40485000000001
1.95,0.6,37.015950000000004
2.1,0.6,41.96294999999999
2.25,0.6,47.12684999999999
2.4,0.6,52.55835
2.55,0.6,58.14490000000001
2.7,0.6,63.993700000000004
2.85,0.6,69.81664999999998
3.0,0.6,75.75345
3.15,0.6,81.82985
3.3,0.6,88.1444
3.45,0.6,94.47315
3.6,0.6,100.77735000000001
3.75,0.6,107.09479999999999
3.9,0.6,113.45764999999999
4.05,0.6,119.88984999999998
4.2,0.6,126.40299999999999
4.35,0.6,133.00249999999997
4.5,0.6,139.69085
4.65,0.6,146.4701
4.8,0.6,153.34075
4.95,0.6,160.30360000000002
5.1,0.6,167.35895
5.25,0.6,174.51165000000003
5.4,0.6,
,0.6,
-5.4,0.45,
-5.25,0.45,-262.4293333333333
-5.1,0.45,-264.08140000000003
-4.95,0.45,-253.33859999999999
-4.8,0.45,-242.82165
-4.65,0.45,-232.52839999999998
-4.5,0.45,-222.45964999999995
-4.35,0.45,-212.61595000000003
-4.2,0.45,-202.99360000000001
-4.05,0.45,-193.59324999999998
-3.9,0.45,-184.4236
-3.75,0.45,-175.4842
-3.6,0.45,-166.7717
-3.45,0.45,-158.28570000000002
-3.3,0.45,-150.0293
-3.15,0.45,-142.00525
-3.0,0.45,-134.21705000000003
-2.85,0.45,-126.66605
-2.7,0.45,-119.3656
-2.55,0.45,-112.325
-2.4,0.45,-105.56599999999999
-2.25,0.45,-99.1192
-2.1,0.45,-93.01664999999998
-1.95,0.45,-87.12969999999999
-1.8,0.45,-81.11795000000001
-1.65,0.45,-75.00245
-1.5,0.45,-68.86360000000002
-1.35,0.45,-62.70429999999999
-1.2,0.45,-56.5895
-1.05,0.45,-50.53465
-0.9,0.45,-44.55255000000001
-0.75,0.45,-38.73965
-0.6,0.45,-33.156099999999995
-0.45,0.45,-27.813700000000004
-0.3,0.45,-22.688200000000002
-0.15,0.45,-17.632500000000004
0.0,0.45,-12.856399999999999
0.15,0.45,-8.598099999999999
0.3,0.45,-4.464049999999999
0.45,0.45,-0.38255
0.6,0.45,3.6880500000000014
0.75,0.45,7.787999999999999
0.9,0.45,11.9434
1.05,0.45,16.16455
1.2,0.45,20.246750000000002
1.35,0.45,24.183650000000004
1.5,0.45,28.062900000000003
1.65,0.45,32.209300000000006
1.8,0.45,36.76965
1.95,0.45,41.643600000000006
2.1,0.45,46.88105
2.25,0.45,52.2654
2.4,0.45,57.8755
2.55,0.45,63.55930000000002
2.7,0.45,69.42885
2.85,0.45,75.31219999999999
3.0,0.45,81.2979
3.15,0.45,87.40245
3.3,0.45,93.6972
3.45,0.45,100.01435000000001
3.6,0.45,106.3474
3.75,0.45,112.73344999999999
3.9,0.45,119.19745
4.05,0.45,125.75280000000001
4.2,0.45,132.40145
4.35,0.45,139.1471
4.5,0.45,145.98670000000004
4.65,0.45,152.91594999999998
4.8,0.45,159.93735000000007
4.95,0.45,167.05194999999998
5.1,0.45,174.26239999999999
5.25,0.45,181.5688
5.4,0.45,
,0.45,
-5.4,0.3,
-5.25,0.3,-255.81166666666664
-5.1,0.3,-257.8228500000001
-4.95,0.3,-247.24899999999997
-4.8,0.3,-236.90125000000003
-4.65,0.3,-226.7763
-4.5,0.3,-216.87780000000004
-4.35,0.3,-207.20475000000002
-4.2,0.3,-197.75355000000008
-4.05,0.3,-188.52434999999997
-3.9,0.3,-179.52360000000002
-3.75,0.3,-170.75035
-3.6,0.3,-162.2034
-3.45,0.3,-153.8828
-3.3,0.3,-145.79025
-3.15,0.3,-137.9261
-3.0,0.3,-130.29300000000003
-2.85,0.3,-122.88759999999999
-2.7,0.3,-115.72150000000002
-2.55,0.3,-108.79495
-2.4,0.3,-102.11884999999998
-2.25,0.3,-95.7193
-2.1,0.3,-89.6199
-1.95,0.3,-83.6946
-1.8,0.3,-77.6445
-1.65,0.3,-71.4886
-1.5,0.3,-65.31560000000002
-1.35,0.3,-59.0896
-1.2,0.3,-52.85744999999999
-1.05,0.3,-46.63145000000001
-0.9,0.3,-40.44430000000001
-0.75,0.3,-34.36105
-0.6,0.3,-28.43735
-0.45,0.3,-22.775399999999998
-0.3,0.3,-17.61595
-0.15,0.3,-12.793650000000001
0.0,0.3,-8.343
0.15,0.3,-4.204999999999999
0.3,0.3,-0.12400000000000007
0.45,0.3,3.959000000000002
0.6,0.3,8.080000000000002
0.75,0.3,12.264000000000003
0.9,0.3,16.526999999999994
1.05,0.3,20.875999999999994
1.2,0.3,25.317999999999994
1.35,0.3,29.6961
1.5,0.3,33.869899999999994
1.65,0.3,38.2702
1.8,0.3,43.1391
1.95,0.3,48.31625000000001
2.1,0.3,53.8338
2.25,0.3,59.39014999999999
2.4,0.3,65.08365
2.55,0.3,70.84110000000001
2.7,0.3,76.69160000000001
2.85,0.3,82.60529999999999
3.0,0.3,88.62774999999999
3.15,0.3,94.75769999999999
3.3,0.3,101.00645
3.45,0.3,107.32480000000001
3.6,0.3,113.72835
3.75,0.3,120.22409999999999
3.9,0.3,126.81945
4.05,0.3,133.52045
4.2,0.3,140.32150000000004
4.35,0.3,147.2171
4.5,0.3,154.20659999999998
4.65,0.3,161.29065000000003
4.8,0.3,168.46574999999999
4.95,0.3,175.73370000000003
5.1,0.3,183.09795000000003
5.25,0.3,190.5601
5.4,0.3,
,0.3,
-5.4,0.15,
-5.25,0.15,-251.9218
-5.1,0.15,-251.33669999999998
-4.95,0.15,-240.9326
-4.8,0.15,-230.7527
-4.65,0.15,-220.7965
-4.5,0.15,-211.06765000000004
-4.35,0.15,-201.56384999999997
-4.2,0.15,-192.2842
-4.05,0.15,-183.2254
-3.9,0.15,-174.3933
-3.75,0.15,-165.78834999999998
-3.6,0.15,-157.40959999999998
-3.45,0.15,-149.25664999999998
-3.3,0.15,-141.33160000000004
-3.15,0.15,-133.63144999999997
-3.0,0.15,-126.16015
-2.85,0.15,-118.91414999999998
-2.7,0.15,-111.90089999999998
-2.55,0.15,-105.11619999999998
-2.4,0.15,-98.56474999999998
-2.25,0.15,-92.26295
-2.1,0.15,-86.2329
-1.95,0.15,-80.29400000000001
-1.8,0.15,-74.19845000000001
-1.65,0.15,-68.01570000000001
-1.5,0.15,-61.83299999999999
-1.35,0.15,-55.58189999999998
-1.2,0.15,-49.27935000000001
-1.05,0.15,-42.937799999999996
-0.9,0.15,-36.62095000000001
-0.75,0.15,-30.305299999999995
-0.6,0.15,-24.006399999999996
-0.45,0.15,-17.898999999999994
-0.3,0.15,-12.8726
-0.15,0.15,-8.348000000000003
0.0,0.15,-4.057999999999998
0.15,0.15,0.006000000000000002
0.3,0.15,4.085999999999999
0.45,0.15,8.226
0.6,0.15,12.443999999999996
0.75,0.15,16.747999999999998
0.9,0.15,21.144999999999996
1.05,0.15,25.637999999999987
1.2,0.15,30.227999999999998
1.35,0.15,34.918
1.5,0.15,39.53715
1.65,0.15,44.60045000000001
1.8,0.15,49.97565
1.95,0.15,55.47054999999999
2.1,0.15,61.12714999999999
2.25,0.15,66.80445
2.4,0.15,72.52605000000001
2.55,0.15,78.31150000000001
2.7,0.15,84.14535000000001
2.85,0.15,90.07124999999999
3.0,0.15,96.08964999999998
3.15,0.15,102.2143
3.3,0.15,108.45480000000005
3.45,0.15,114.87055000000001
3.6,0.15,121.41235000000002
3.75,0.15,128.05835
3.9,0.15,134.81049999999996
4.05,0.15,141.66729999999998
4.2,0.15,148.62275
4.35,0.15,155.67159999999998
4.5,0.15,162.81565
4.65,0.15,170.05400000000003
4.8,0.15,177.38275
4.95,0.15,184.80545
5.1,0.15,192.3269
5.25,0.15,199.94620000000003
5.4,0.15,
,0.15,
-5.4,0.0,
-5.25,0.0,-246.68185714285713
-5.1,0.0,-244.71195000000003
-4.95,0.0,-234.47539999999998
-4.8,0.0,-224.46475000000004
-4.65,0.0,-214.67950000000002
-4.5,0.0,-205.1205
-4.35,0.0,-195.78780000000003
-4.2,0.0,-186.67804999999996
-4.05,0.0,-177.79165000000003
-3.9,0.0,-169.12815
-3.75,0.0,-160.6922
-3.6,0.0,-152.48184999999998
-3.45,0.0,-144.49835
-3.3,0.0,-136.73955
-3.15,0.0,-129.2066
-3.0,0.0,-121.9014
-2.85,0.0,-114.82150000000001
-2.7,0.0,-107.97119999999998
-2.55,0.0,-101.3434
-2.4,0.0,-94.94089999999997
-2.25,0.0,-88.77335000000002
-2.1,0.0,-82.82125
-1.95,0.0,-76.86715000000001
-1.8,0.0,-70.76059999999998
-1.65,0.0,-64.568
-1.5,0.0,-58.3274
-1.35,0.0,-52.058499999999995
-1.2,0.0,-45.75164999999999
-1.05,0.0,-39.4028
-0.9,0.0,-33.01775
-0.75,0.0,-26.615250000000003
-0.6,0.0,-20.1535
-0.45,0.0,-13.805750000000003
-0.3,0.0,-8.484150000000001
-0.15,0.0,-4.13
0.0,0.0,0.0
0.15,0.0,4.066000000000001
0.3,0.0,8.223000000000003
0.45,0.0,12.477000000000002
0.6,0.0,16.831
0.75,0.0,21.276999999999994
0.9,0.0,25.82299999999999
1.05,0.0,30.468
1.2,0.0,35.211000000000006
1.35,0.0,40.053
1.5,0.0,44.995050000000006
1.65,0.0,50.124950000000005
1.8,0.0,55.533849999999994
1.95,0.0,61.128049999999995
2.1,0.0,66.7909
2.25,0.0,72.5094
2.4,0.0,78.2641
2.55,0.0,84.054
2.7,0.0,89.88565000000003
2.85,0.0,95.80454999999999
3.0,0.0,101.82759999999999
3.15,0.0,107.93499999999999
3.3,0.0,114.1653
3.45,0.0,120.6593
3.6,0.0,127.38639999999998
3.75,0.0,134.19965000000002
3.9,0.0,141.1122
4.05,0.0,148.12575
4.2,0.0,155.23595000000003
4.35,0.0,162.43990000000002
4.5,0.0,169.73845
4.65,0.0,177.13140000000004
4.8,0.0,184.61485
4.95,0.0,192.19015000000002
5.1,0.0,199.86754999999997
5.25,0.0,207.64025
5.4,0.0,
,0.0,
-5.4,-0.15,
-5.25,-0.15,-238.24499999999998
-5.1,-0.15,-238.15040000000005
-4.95,-0.15,-228.07985
-4.8,-0.15,-218.23634999999996
-4.65,-0.15,-208.62070000000003
-4.5,-0.15,-199.23189999999997
-4.35,-0.15,-190.06984999999997
-4.2,-0.15,-181.13
-4.05,-0.15,-172.4168
-3.9,-0.15,-163.92130000000003
-3.75,-0.15,-155.65314999999995
-3.6,-0.15,-147.61020000000002
-3.45,-0.15,-139.79514999999998
-3.3,-0.15,-132.20395
-3.15,-0.15,-124.83899999999998
-3.0,-0.15,-117.70235
-2.85,-0.15,-110.7865
-2.7,-0.15,-104.09545
-2.55,-0.15,-97.62369999999999
-2.4,-0.15,-91.35984999999998
-2.25,-0.15,-85.30409999999999
-2.1,-0.15,-79.40610000000001
-1.95,-0.15,-73.42864999999999
-1.8,-0.15,-67.30184999999999
-1.65,-0.15,-61.114850000000004
-1.5,-0.15,-54.86139999999998
-1.35,-0.15,-48.564400000000006
-1.2,-0.15,-42.230000000000004
-1.05,-0.15,-35.88555000000001
-0.9,-0.15,-29.493399999999998
-0.75,-0.15,-23.069749999999996
-0.6,-0.15,-16.5585
-0.45,-0.15,-10.049499999999998
-0.3,-0.15,-4.409150000000001
-0.15,-0.15,-0.13600000000000007
0.0,-0.15,3.993
0.15,-0.15,8.221000000000002
0.3,-0.15,12.537000000000004
0.45,-0.15,16.947
0.6,-0.15,21.456000000000003
0.75,-0.15,26.057000000000006
0.9,-0.15,30.755999999999982
1.05,-0.15,35.556
1.2,-0.15,40.452
1.35,-0.15,45.447
1.5,-0.15,50.54054999999998
1.65,-0.15,55.819399999999995
1.8,-0.15,61.269099999999995
1.95,-0.15,66.88224999999998
2.1,-0.15,72.55094999999999
2.25,-0.15,78.25880000000002
2.4,-0.15,84.01209999999999
2.55,-0.15,89.78985
2.7,-0.15,95.64775
2.85,-0.15,101.53575000000002
3.0,-0.15,107.56674999999998
3.15,-0.15,113.6656
3.3,-0.15,119.90810000000002
3.45,-0.15,126.4032
3.6,-0.15,133.1979
3.75,-0.15,140.12099999999998
3.9,-0.15,147.1649
4.05,-0.15,154.32104999999999
4.2,-0.15,161.57965
4.35,-0.15,168.9346
4.5,-0.15,176.38479999999998
4.65,-0.15,183.93159999999997
4.8,-0.15,191.56984999999997
4.95,-0.15,199.29945
5.1,-0.15,207.12759999999997
5.25,-0.15,215.05155
5.4,-0.15,
,-0.15,
-5.4,-0.3,
-5.25,-0.3,-231.6288
-5.1,-0.3,-231.72880000000004
-4.95,-0.3,-221.82810000000003
-4.8,-0.3,-212.15619999999998
-4.65,-0.3,-202.7095
-4.5,-0.3,-193.4903
-4.35,-0.3,-184.4987
-4.2,-0.3,-175.73115
-4.05,-0.3,-167.18905
-3.9,-0.3,-158.8607
-3.75,-0.3,-150.76075
-3.6,-0.3,-142.88655
