filename,rms_wfe,pv_wfe,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10,coeff_11,coeff_12,coeff_13,coeff_14,coeff_15,coeff_16,coeff_17,coeff_18,coeff_19,coeff_20,coeff_21,coeff_22,coeff_23,coeff_24,coeff_25,coeff_26,coeff_27
19.csv,143.2013737854061,766.853,20.96574906045895,54.14354056701827,-40.241452751753414,-0.22170448314141525,-4.060100597658638,-1.6702010302756394,1.2100488129605051,1.615018178485523,-2.6362452799572926,-0.6454608969731146,0.08544540649963092,0.6245654103501561,0.9567502589547933,0.16918386062788338,-2.2369933678029397,-0.8153385513775141,-0.3262195003765545,0.308730623521445,0.8391282247471175,0.31989774151279937,-0.9179927798444734,0.2026704479027508,-0.2753704955023481,-0.2294531310779746,0.8871287807305429,-0.13486634584235802,-0.5016179679075903
2.csv,137.4514544221271,746.895,21.365966059633877,52.11634030279112,-40.62635483554704,0.007113239445756135,-3.7114348722219885,-0.9318908032284378,1.0778534326850473,1.1376905403692006,-2.4867164812779206,-0.39399236523585907,0.039051590909834816,0.4174022330026679,0.9612546965554813,0.005700678979711138,-2.0612572366811595,-0.6339522970043752,-0.3192199859894614,0.21376797169846848,0.7881975305649895,0.005999372336526373,-0.8102339774724046,0.18312953413945188,-0.2932977012826395,-0.20780832532645022,0.8176154108202892,-0.035366620951137406,-0.3365049730246876
20.csv,143.58147380866885,767.28,21.046084818519773,54.457999019970806,-40.043729127863564,-0.14918615421048648,-3.991605887161597,-1.6602315393755394,1.249256448001124,1.6704177136604026,-2.4922039642690326,-0.621366391170437,0.1040109058122161,0.5818504494365141,0.9800203873403891,0.2745814371476483,-2.2434604251770423,-0.8402066694159974,-0.34944498843343685,0.2721059959994733,0.7618300434517842,0.29271004229110387,-0.9470819954732512,0.20391250473111278,-0.2666587101969884,-0.23201306141154632,0.9184502347578071,-0.16014456677610767,-0.48300396420495983
3.csv,138.30968467531846,749.1949999999999,21.545991586623494,52.16287165914943,-40.91524446464247,0.15474698800098666,-3.6606544358830764,-0.7056677834189258,1.0619444154711632,1.159269077058647,-2.5913308806442505,-0.4119523555097315,0.05254285127435104,0.4175379761174395,0.9150695297928347,-0.10069910303236414,-1.8784603172534287,-0.645339634616368,-0.27925265456999493,0.2089762530204303,0.8232700959835171,0.18044321844201153,-0.9420981578364849,0.16295964119651973,-0.2813303002243233,-0.22834349736084292,0.7339099137542985,0.043653165264675664,-0.386520236791177
4.csv,139.71778188417713,750.6859999999999,21.191771470359516,52.97516754589828,-40.720516497476986,-0.018322431983620293,-4.043067781763172,-1.0088291659337634,1.113862237219997,1.3105975047401857,-2.462080305585233,-0.4018310261337679,0.10515972689427294,0.4740027594459642,1.0114325236655375,0.050941470394984464,-2.2261206603177035,-0.7120711486140081,-0.26248764572758126,0.25441895393550906,0.7775180307626997,0.2476070313322185,-1.0038682102323078,0.16401180559150141,-0.28339784596961703,-0.22534696497517714,0.8757049590758682,-0.09313082282953644,-0.42723682142243286
5.csv,141.18366424503347,761.18,21.2330843148263,53.476636071474566,-40.59596382402401,0.006029174645618198,-3.9956745039665025,-1.2080989689762691,1.1664052095600017,1.4887471900930889,-2.514159484981584,-0.45258245721470236,0.11592390117660883,0.49384343953494725,1.030275582969268,0.1254589838985337,-2.2299782848827885,-0.7591663741133191,-0.29021146743249127,0.24082669839899096,0.8116165391973205,0.28469621148814167,-0.964625318951132,0.18171268563031706,-0.2802951986650208,-0.21820317934122713,0.8646450019952557,-0.13779828149070283,-0.42305331429903364
6.csv,142.19589782196704,763.814,21.43268047647429,53.98847351885236,-40.442401273146515,0.09949296311370989,-3.6241147706901757,-1.424447265831024,1.140115924278202,1.5053807485994608,-2.249731730641062,-0.4632800458188048,0.06819642058965518,0.52585134198932,0.9312170071868087,0.027686042042245,-2.033464548661179,-0.811459487807356,-0.30437899147150493,0.2727431983460688,0.7212210906003449,0.03331108928629595,-0.8665102470257908,0.16969277764378532,-0.29046952572891044,-0.20664047734012314,0.8361568647264738,-0.07723979603595055,-0.4894362291605308
7.csv,140.94038315543776,755.3,21.936292997348623,53.644929969814804,-40.39577373479399,0.321820994784799,-3.4598005737314304,-1.118020350272665,1.1189683014669674,1.5196475622209875,-2.569782964259873,-0.4796719190709623,-0.01134435640440459,0.5710661633483601,0.9387410992062731,0.04636175475819467,-1.766493511350593,-0.7610958259053382,-0.3000245686025361,0.21590317364207182,0.8624075099738775,0.2542920051998385,-0.9563507621485972,0.17423170634328322,-0.286846233465292,-0.2663905118716592,0.7082466485744718,-0.07944746884389531,-0.3819684040738467
8.csv,142.4131750943146,765.1320000000001,21.10179223427363,53.95535811911542,-40.175186075512954,-0.13832064132726107,-4.020892691280697,-1.5016228226935338,1.19230478470283,1.5511893000053905,-2.5353470948870314,-0.6499529527723004,0.08955994258230543,0.5529590308026295,0.9959711235384658,0.08879204492248753,-2.3493552467581167,-0.7883241660701726,-0.3198757172639697,0.2581223770842775,0.8250636294246796,0.3008577444079183,-0.9719650418968948,0.20376320498110978,-0.2526349539734286,-0.23282482550745343,0.9131303453341201,-0.11129468790641894,-0.4570299459541557
9.csv,143.54491301960132,763.6469999999999,21.17621904887554,54.32918538235383,-39.69751739020582,-0.12425292334039395,-4.086978615667215,-1.758452639261825,1.2592983641526039,1.6840840824132126,-2.4467718983169786,-0.7001918922154674,0.04113095927321287,0.5857416683323695,1.0037643689705384,0.16062236175276073,-2.261787383790071,-0.8079545647732455,-0.382359011058553,0.3068634009163193,0.7881159022925424,0.24326868353306585,-0.8943122572962627,0.18940059864082048,-0.2638722412790652,-0.25247662160291995,0.8949931526487417,-0.13513661762621254,-0.46388006961112327
MEAN_WAVEFRONT,,,21.265282648303767,53.89681461324527,-40.16291169207224,-0.02879315096757951,-3.883766746086933,-1.4333227847114867,1.2134180728598543,1.5526291565074943,-2.5313648279266703,-0.6127275037283415,0.0724944317577193,0.5699849222632821,0.9803900402123631,0.11646722985209251,-2.1959144643102526,-0.7885679628746685,-0.32850539958228464,0.2615175070949664,0.8201472211186633,0.29725772322536403,-0.9203126019577414,0.18499336729930693,-0.27653528346280215,-0.23981196570593966,0.8712684403890196,-0.10572597223296754,-0.44541587053312076
